Name,ID,[Birth Place] Location Reference,Birth Place,[Birth Place] Geometry,Birth Geometry,[Death Place] Location Reference,Death Place,[Death Place] Geometry,Death Geometry
Antoine Gazet,119520,,,,,,,,
Fulvio Androzzi,119519,,,,,,,,
Jean de Cartheny,119511,Valenciennes (FR),Valenciennes,"{""type"": ""Point"", ""coordinates"": [3.5333299599999997, 50.34999847000001]}","3.5333299599999997, 50.34999847000001",Cambrai (FR),Cambrai,"{""type"": ""Point"", ""coordinates"": [3.2333300100000004, 50.16667175]}","3.2333300100000004, 50.16667175"
François Richardot,119510,Autun (FR),Autun,"{""type"": ""Point"", ""coordinates"": [4.30000019, 46.95000076]}","4.30000019, 46.95000076",Arras (FR),Arras,"{""type"": ""Point"", ""coordinates"": [2.78186011, 50.29301071]}","2.78186011, 50.29301071"
Guillaume Gazet,119507,Aire-sur-la-Lys (FR),Aire-sur-la-Lys,"{""type"": ""Point"", ""coordinates"": [2.39876008, 50.63871002]}","2.39876008, 50.63871002",Arras (FR),Arras,"{""type"": ""Point"", ""coordinates"": [2.78186011, 50.29301071]}","2.78186011, 50.29301071"
Symeon the Metaphrast,119505,,,,,,,,
Laurentius Surius,119493,Lübeck (DE),Lübeck,"{""type"": ""Point"", ""coordinates"": [10.68729019, 53.868930819999996]}","10.68729019, 53.868930819999996",Köln (DE),Köln,"{""type"": ""Point"", ""coordinates"": [6.9499998100000004, 50.93333054000001]}","6.9499998100000004, 50.93333054000001"
Jacques Bourgeois,119476,,,,,Douai (FR),Douai,"{""type"": ""Point"", ""coordinates"": [3.0666699399999997, 50.3666687]}","3.0666699399999997, 50.3666687"
Mattia Bellintani,119472,Brescia (IT),Brescia,"{""type"": ""Point"", ""coordinates"": [10.22727013, 45.52478027]}","10.22727013, 45.52478027",Brescia (IT),Brescia,"{""type"": ""Point"", ""coordinates"": [10.22727013, 45.52478027]}","10.22727013, 45.52478027"
Paul Du Mont,119469,Douai (FR),Douai,"{""type"": ""Point"", ""coordinates"": [3.0666699399999997, 50.3666687]}","3.0666699399999997, 50.3666687",Douai (FR),Douai,"{""type"": ""Point"", ""coordinates"": [3.0666699399999997, 50.3666687]}","3.0666699399999997, 50.3666687"
Gregorius XIV,119467,,,,,,,,
Louis Richeome,119466,Digne-les-Bains (FR),Digne-les-Bains,"{""type"": ""Point"", ""coordinates"": [6.23198986, 44.09252167]}","6.23198986, 44.09252167",Bordeaux (FR),Bordeaux,"{""type"": ""Point"", ""coordinates"": [-0.58050001, 44.84043884]}","-0.58050001, 44.84043884"
Francis Nugent,119459,,,,,Charleville-Mézières (FR),Charleville-Mézières,"{""type"": ""Point"", ""coordinates"": [4.71667004, 49.766670229999995]}","4.71667004, 49.766670229999995"
Christopher Cusack,119458,,,,,,,,
Gilles Schondonch,119451,,,,,,,,
Robert Persons,119441,Somerset (UK),Somerset,"{""type"": ""Point"", ""coordinates"": [-3.0, 51.08333]}","-3.0, 51.08333",Roma (IT),Roma,"{""type"": ""Point"", ""coordinates"": [12.48390007, 41.89474106]}","12.48390007, 41.89474106"
John Heigham,119440,,,,,,,,
Nicolas de Rache,119391,Lille (FR),Lille,"{""type"": ""Point"", ""coordinates"": [3.05857992, 50.6329689]}","3.05857992, 50.6329689",Lille (FR),Lille,"{""type"": ""Point"", ""coordinates"": [3.05857992, 50.6329689]}","3.05857992, 50.6329689"
Pierre de Rache,119388,Lille (FR),Lille,"{""type"": ""Point"", ""coordinates"": [3.05857992, 50.6329689]}","3.05857992, 50.6329689",Lille (FR),Lille,"{""type"": ""Point"", ""coordinates"": [3.05857992, 50.6329689]}","3.05857992, 50.6329689"
Christophe Beys,119387,Antwerpen (BE),Antwerpen,"{""type"": ""Point"", ""coordinates"": [4.40346003, 51.219890590000006]}","4.40346003, 51.219890590000006",Lille (FR),Lille,"{""type"": ""Point"", ""coordinates"": [3.05857992, 50.6329689]}","3.05857992, 50.6329689"
Jacques Coulon,119385,,,,,,,,
Adrien Quinqué,119383,Douai (FR),Douai,"{""type"": ""Point"", ""coordinates"": [3.0666699399999997, 50.3666687]}","3.0666699399999997, 50.3666687",Tournai (BE),Tournai,"{""type"": ""Point"", ""coordinates"": [3.3893199, 50.60715103]}","3.3893199, 50.60715103"
Josse Laurent,119379,,,,,,,,
Guillaume Robat,119378,,,,,,,,
Jean de La Rivière,119377,Antwerpen (BE),Antwerpen,"{""type"": ""Point"", ""coordinates"": [4.40346003, 51.219890590000006]}","4.40346003, 51.219890590000006",,,,
Jan Vervliet,119375,,,,,,,,
Robert Maudhuy,119351,,,,,Arras (FR),Arras,"{""type"": ""Point"", ""coordinates"": [2.78186011, 50.29301071]}","2.78186011, 50.29301071"
Guillaume II de La Rivière,119348,Antwerpen (BE),Antwerpen,"{""type"": ""Point"", ""coordinates"": [4.40346003, 51.219890590000006]}","4.40346003, 51.219890590000006",Arras (FR),Arras,"{""type"": ""Point"", ""coordinates"": [2.78186011, 50.29301071]}","2.78186011, 50.29301071"
Guillaume I de La Rivière,119346,Caen (FR),Caen,"{""type"": ""Point"", ""coordinates"": [-0.35912001, 49.18584824]}","-0.35912001, 49.18584824",Arras (FR),Arras,"{""type"": ""Point"", ""coordinates"": [2.78186011, 50.29301071]}","2.78186011, 50.29301071"
Gilles Bauduyn,119345,,,,,,,,
Jean II Bourgeois,119341,,,,,,,,
Claude de Buyens,119338,,,,,,,,
Marie Marquette,119325,,,,,,,,
Jean Serrurier,119324,,,,,Douai (FR),Douai,"{""type"": ""Point"", ""coordinates"": [3.0666699399999997, 50.3666687]}","3.0666699399999997, 50.3666687"
Jean de Spira,119319,,,,,,,,
Jean Diestre,119318,,,,,,,,
Antoine Doby,119317,,,,,,,,
Henry Taylor,119316,,,,,,,,
Jean Patte,119315,,,,,,,,
Gérard Patté,119314,,,,,,,,
Jean de Fampoux,119313,,,,,,,,
Barthélémy Bardou,119312,,,,,,,,
Nicolas Telu,119309,,,,,,,,
Jeanne de Menin,119308,,,,,,,,
Pierre Telu,119307,,,,,Douai (FR),Douai,"{""type"": ""Point"", ""coordinates"": [3.0666699399999997, 50.3666687]}","3.0666699399999997, 50.3666687"
Noël Wardavoir,119306,,,,,,,,
Gérard Pinchon,119305,,,,,,,,
Marie Vanderpiet,119304,,,,,,,,
Marc Wyon,119303,Douai (FR),Douai,"{""type"": ""Point"", ""coordinates"": [3.0666699399999997, 50.3666687]}","3.0666699399999997, 50.3666687",Douai (FR),Douai,"{""type"": ""Point"", ""coordinates"": [3.0666699399999997, 50.3666687]}","3.0666699399999997, 50.3666687"
Joseph Duhamel,119302,,,,,,,,
Henri Usselinx,119300,,,,,,,,
Jacques Mairesse,119291,Cambrai (FR),Cambrai,"{""type"": ""Point"", ""coordinates"": [3.2333300100000004, 50.16667175]}","3.2333300100000004, 50.16667175",Douai (FR),Douai,"{""type"": ""Point"", ""coordinates"": [3.0666699399999997, 50.3666687]}","3.0666699399999997, 50.3666687"
André Auroy,119290,,,,,,,,
Dorothée Boscard,119289,,,,,,,,
Pierre Auroy,119288,Leuven (BE),Leuven,"{""type"": ""Point"", ""coordinates"": [4.70093012, 50.879589079999995]}","4.70093012, 50.879589079999995",Douai (FR),Douai,"{""type"": ""Point"", ""coordinates"": [3.0666699399999997, 50.3666687]}","3.0666699399999997, 50.3666687"
François Fabri,119287,,,,,,,,
Laurence II Kellam,119285,Leuven (BE),Leuven,"{""type"": ""Point"", ""coordinates"": [4.70093012, 50.879589079999995]}","4.70093012, 50.879589079999995",Douai (FR),Douai,"{""type"": ""Point"", ""coordinates"": [3.0666699399999997, 50.3666687]}","3.0666699399999997, 50.3666687"
Thomas (I) Kellam,119284,Leuven (BE),Leuven,"{""type"": ""Point"", ""coordinates"": [4.70093012, 50.879589079999995]}","4.70093012, 50.879589079999995",Douai (FR),Douai,"{""type"": ""Point"", ""coordinates"": [3.0666699399999997, 50.3666687]}","3.0666699399999997, 50.3666687"
Marguerite Lanseart,119283,,,,,,,,
William Allen,119282,Lancashire (GB),Lancashire,"{""type"": ""Point"", ""coordinates"": [-2.6, 53.8]}","-2.6, 53.8",Roma (IT),Roma,"{""type"": ""Point"", ""coordinates"": [12.48390007, 41.89474106]}","12.48390007, 41.89474106"
Laurence I Kellam,119280,York (GB),York,"{""type"": ""Point"", ""coordinates"": [-1.08271003, 53.95763016]}","-1.08271003, 53.95763016",Douai (FR),Douai,"{""type"": ""Point"", ""coordinates"": [3.0666699399999997, 50.3666687]}","3.0666699399999997, 50.3666687"
Gertrud Heusch,119278,,,,,,,,
Pierre I Borremans,119277,Antwerpen (BE),Antwerpen,"{""type"": ""Point"", ""coordinates"": [4.40346003, 51.219890590000006]}","4.40346003, 51.219890590000006",Douai (FR),Douai,"{""type"": ""Point"", ""coordinates"": [3.0666699399999997, 50.3666687]}","3.0666699399999997, 50.3666687"
Balthazar II Bellere,119273,Douai (FR),Douai,"{""type"": ""Point"", ""coordinates"": [3.0666699399999997, 50.3666687]}","3.0666699399999997, 50.3666687",Douai (FR),Douai,"{""type"": ""Point"", ""coordinates"": [3.0666699399999997, 50.3666687]}","3.0666699399999997, 50.3666687"
Pierre Bellere,119272,Douai (FR),Douai,"{""type"": ""Point"", ""coordinates"": [3.0666699399999997, 50.3666687]}","3.0666699399999997, 50.3666687",,,,
Anne de Behault,119270,,,,,,,,
Balthazar I Bellère,119268,Antwerpen (BE),Antwerpen,"{""type"": ""Point"", ""coordinates"": [4.40346003, 51.219890590000006]}","4.40346003, 51.219890590000006",Douai (FR),Douai,"{""type"": ""Point"", ""coordinates"": [3.0666699399999997, 50.3666687]}","3.0666699399999997, 50.3666687"
Denis Hutsebaut,119266,,,,,,,,
Françoise Pinchon,119263,,,,,,,,
Pierre Trigault,119259,,,,,,,,
Martin Bogart,119258,Douai (FR),Douai,"{""type"": ""Point"", ""coordinates"": [3.0666699399999997, 50.3666687]}","3.0666699399999997, 50.3666687",Douai (FR),Douai,"{""type"": ""Point"", ""coordinates"": [3.0666699399999997, 50.3666687]}","3.0666699399999997, 50.3666687"
Pierre Bogart,119257,Douai (FR),Douai,"{""type"": ""Point"", ""coordinates"": [3.0666699399999997, 50.3666687]}","3.0666699399999997, 50.3666687",Douai (FR),Douai,"{""type"": ""Point"", ""coordinates"": [3.0666699399999997, 50.3666687]}","3.0666699399999997, 50.3666687"
Jean II Bogart,119252,Leuven (BE),Leuven,"{""type"": ""Point"", ""coordinates"": [4.70093012, 50.879589079999995]}","4.70093012, 50.879589079999995",Douai (FR),Douai,"{""type"": ""Point"", ""coordinates"": [3.0666699399999997, 50.3666687]}","3.0666699399999997, 50.3666687"
Jan I Bogart,119249,,,,,Leuven (BE),Leuven,"{""type"": ""Point"", ""coordinates"": [4.70093012, 50.879589079999995]}","4.70093012, 50.879589079999995"
Lodewijk De Winde,119248,,,,,Douai (FR),Douai,"{""type"": ""Point"", ""coordinates"": [3.0666699399999997, 50.3666687]}","3.0666699399999997, 50.3666687"
Richard Smyth,119246,,,,,Douai (FR),Douai,"{""type"": ""Point"", ""coordinates"": [3.0666699399999997, 50.3666687]}","3.0666699399999997, 50.3666687"
Charles Boscard,119245,,,,,,,,
Jeanne Burée,119243,,,,,,,,
Charles I Boscard,119240,Douai (FR),Douai,"{""type"": ""Point"", ""coordinates"": [3.0666699399999997, 50.3666687]}","3.0666699399999997, 50.3666687",Saint-Omer (FR),Saint-Omer,"{""type"": ""Point"", ""coordinates"": [2.25, 50.75]}","2.25, 50.75"
Christine De Roovere,119238,,,,,,,,
Jacques Boscard,119215,Leuven (BE),Leuven,"{""type"": ""Point"", ""coordinates"": [4.70093012, 50.879589079999995]}","4.70093012, 50.879589079999995",Douai (FR),Douai,"{""type"": ""Point"", ""coordinates"": [3.0666699399999997, 50.3666687]}","3.0666699399999997, 50.3666687"
Erycius Puteanus,116703,Venlo (NL),Venlo,"{""type"": ""Point"", ""coordinates"": [6.16805983, 51.36999893000001]}","6.16805983, 51.36999893000001",Leuven (BE),Leuven,"{""type"": ""Point"", ""coordinates"": [4.70093012, 50.879589079999995]}","4.70093012, 50.879589079999995"
Jean de la Haye,100155,,,,,,,,
Antoine De Mol,99511,,,,,,,,
Joannes Malderus,94638,Sint-Pieters-Leeuw (BE),Sint-Pieters-Leeuw,"{""type"": ""Point"", ""coordinates"": [4.24354982, 50.779258729999995]}","4.24354982, 50.779258729999995",Antwerpen (BE),Antwerpen,"{""type"": ""Point"", ""coordinates"": [4.40346003, 51.219890590000006]}","4.40346003, 51.219890590000006"
Jacobus Boonen,77190,Antwerpen (BE),Antwerpen,"{""type"": ""Point"", ""coordinates"": [4.40346003, 51.219890590000006]}","4.40346003, 51.219890590000006",Brussel (),Brussel,,
Antonius Perrenot de Granvelle,77188,France (FR),France,"{""type"": ""Point"", ""coordinates"": [2.2138, 46.2276]}","2.2138, 46.2276",Madrid (ES),Madrid,"{""type"": ""Point"", ""coordinates"": [-3.7025599500000004, 40.41650009]}","-3.7025599500000004, 40.41650009"
Fernandus Acx,64493,Pittem (BE),Pittem,"{""type"": ""Point"", ""coordinates"": [3.26317, 50.992790219999996]}","3.26317, 50.992790219999996",,,,
Ignatius de Loyola,53546,,,,,,,,
